Language	Split	Size	Replacement	Model	Score
mayo	12	500	with	2-CRF	75.794
mayo	13	500	with	Morfessor	16.49
mayo	13	500	with	0-CRF	68.482
mayo	13	500	with	Seq2seq	72.57
mayo	13	500	with	1-CRF	74.27799999999999
mayo	13	500	with	3-CRF	74.722
mayo	13	500	with	4-CRF	74.80199999999999
mayo	13	500	with	2-CRF	74.86
mayo	14	500	with	Morfessor	16.49
mayo	14	500	with	Seq2seq	72.112
mayo	14	500	with	0-CRF	74.092
mayo	14	500	with	1-CRF	77.522
mayo	14	500	with	4-CRF	77.548
mayo	14	500	with	3-CRF	77.88199999999999
mayo	14	500	with	2-CRF	78.866
mayo	15	500	with	Morfessor	16.668
mayo	15	500	with	0-CRF	69.64
mayo	15	500	with	Seq2seq	70.24
mayo	15	500	with	4-CRF	75.284
mayo	15	500	with	3-CRF	75.472
mayo	15	500	with	2-CRF	76.024
mayo	15	500	with	1-CRF	76.444
mayo	16	500	with	Morfessor	15.186
mayo	16	500	with	Seq2seq	69.99
mayo	16	500	with	0-CRF	70.31400000000001
mayo	16	500	with	1-CRF	76.548
mayo	16	500	with	4-CRF	77.442
mayo	16	500	with	2-CRF	77.93
mayo	16	500	with	3-CRF	78.42999999999999
mayo	17	500	with	Morfessor	15.968
mayo	17	500	with	Seq2seq	70.672
mayo	17	500	with	0-CRF	72.616
mayo	17	500	with	4-CRF	78.582
mayo	17	500	with	1-CRF	78.768
mayo	17	500	with	3-CRF	79.226
mayo	17	500	with	2-CRF	79.518
mayo	18	500	with	Morfessor	18.268
mayo	18	500	with	0-CRF	72.58800000000001
mayo	18	500	with	Seq2seq	73.08
mayo	18	500	with	4-CRF	77.738
mayo	18	500	with	3-CRF	78.012
mayo	18	500	with	2-CRF	78.228
mayo	18	500	with	1-CRF	78.304
mayo	19	500	with	Morfessor	19.03
mayo	19	500	with	Seq2seq	70.37
mayo	19	500	with	0-CRF	72.138
mayo	19	500	with	1-CRF	77.106
mayo	19	500	with	2-CRF	77.766
mayo	19	500	with	4-CRF	77.854
mayo	19	500	with	3-CRF	78.522
mayo	20	500	with	Morfessor	14.69
mayo	20	500	with	Seq2seq	69.582
mayo	20	500	with	0-CRF	72.608
mayo	20	500	with	4-CRF	78.566
mayo	20	500	with	1-CRF	79.196
mayo	20	500	with	3-CRF	79.598
mayo	20	500	with	2-CRF	79.614
mayo	21	500	with	Morfessor	16.45
mayo	21	500	with	0-CRF	70.162
mayo	21	500	with	Seq2seq	71.596
mayo	21	500	with	1-CRF	76.3
mayo	21	500	with	4-CRF	76.486
mayo	21	500	with	3-CRF	77.08200000000001
mayo	21	500	with	2-CRF	77.29599999999999
mayo	22	500	with	Morfessor	14.844
mayo	22	500	with	Seq2seq	70.104
mayo	22	500	with	0-CRF	72.036
mayo	22	500	with	4-CRF	76.844
mayo	22	500	with	3-CRF	76.988
mayo	22	500	with	2-CRF	77.368
mayo	22	500	with	1-CRF	77.494
mayo	23	500	with	Morfessor	17.526
mayo	23	500	with	Seq2seq	70.422
mayo	23	500	with	0-CRF	72.518
mayo	23	500	with	1-CRF	79.122
mayo	23	500	with	4-CRF	79.352
mayo	23	500	with	3-CRF	79.362
mayo	23	500	with	2-CRF	80.136
mayo	24	500	with	Morfessor	18.674
mayo	24	500	with	0-CRF	68.45400000000001
mayo	24	500	with	Seq2seq	68.734
mayo	24	500	with	1-CRF	73.638
mayo	24	500	with	4-CRF	73.712
mayo	24	500	with	3-CRF	74.238
mayo	24	500	with	2-CRF	74.568
mayo	25	500	with	Morfessor	17.966
mayo	25	500	with	0-CRF	69.816
mayo	25	500	with	Seq2seq	70.798
mayo	25	500	with	4-CRF	76.324
mayo	25	500	with	2-CRF	77.474
mayo	25	500	with	3-CRF	77.546
mayo	25	500	with	1-CRF	77.866
mayo	26	500	with	Morfessor	16.69
mayo	26	500	with	Seq2seq	71.13
mayo	26	500	with	0-CRF	72.462
mayo	26	500	with	1-CRF	78.89
mayo	26	500	with	4-CRF	79.85
mayo	26	500	with	3-CRF	80.038
mayo	26	500	with	2-CRF	80.25
mayo	27	500	with	Morfessor	18.112
mayo	27	500	with	Seq2seq	67.534
mayo	27	500	with	0-CRF	71.458
mayo	27	500	with	4-CRF	75.768
mayo	27	500	with	1-CRF	76.162
mayo	27	500	with	3-CRF	76.408
mayo	27	500	with	2-CRF	76.844
mayo	28	500	with	Morfessor	16.875999999999998
mayo	28	500	with	0-CRF	67.698
mayo	28	500	with	Seq2seq	73.942
mayo	28	500	with	1-CRF	74.134
mayo	28	500	with	4-CRF	77.318
mayo	28	500	with	3-CRF	77.34599999999999
mayo	28	500	with	2-CRF	77.368
mayo	29	500	with	Morfessor	14.442
mayo	29	500	with	Seq2seq	67.0
mayo	29	500	with	0-CRF	70.348
mayo	29	500	with	1-CRF	75.744
mayo	29	500	with	4-CRF	75.774
mayo	29	500	with	3-CRF	76.096
mayo	29	500	with	2-CRF	76.188
mayo	30	500	with	Morfessor	19.096
mayo	30	500	with	0-CRF	67.158
mayo	30	500	with	Seq2seq	67.456
mayo	30	500	with	1-CRF	73.02199999999999
mayo	30	500	with	3-CRF	74.248
mayo	30	500	with	2-CRF	74.332
mayo	30	500	with	4-CRF	74.34
mayo	31	500	with	Morfessor	15.946
mayo	31	500	with	Seq2seq	65.632
mayo	31	500	with	0-CRF	67.792
mayo	31	500	with	1-CRF	73.414
mayo	31	500	with	3-CRF	75.054
mayo	31	500	with	4-CRF	75.592
mayo	31	500	with	2-CRF	76.128
mayo	32	500	with	Morfessor	19.046
mayo	32	500	with	0-CRF	69.53
mayo	32	500	with	Seq2seq	71.206
mayo	32	500	with	4-CRF	75.882
mayo	32	500	with	1-CRF	75.958
mayo	32	500	with	3-CRF	76.332
mayo	32	500	with	2-CRF	77.318
mayo	33	500	with	Morfessor	16.934
mayo	33	500	with	Seq2seq	69.13
mayo	33	500	with	0-CRF	71.93
mayo	33	500	with	4-CRF	77.3
mayo	33	500	with	2-CRF	77.902
mayo	33	500	with	1-CRF	77.91799999999999
mayo	33	500	with	3-CRF	77.926
mayo	34	500	with	Morfessor	18.942
mayo	34	500	with	0-CRF	70.182
mayo	34	500	with	Seq2seq	71.834
mayo	34	500	with	3-CRF	76.318
mayo	34	500	with	1-CRF	76.734
mayo	34	500	with	4-CRF	77.216
mayo	34	500	with	2-CRF	77.346
mayo	35	500	with	Morfessor	17.116
mayo	35	500	with	0-CRF	68.91
mayo	35	500	with	Seq2seq	69.846
mayo	35	500	with	1-CRF	75.424
mayo	35	500	with	3-CRF	78.26
mayo	35	500	with	2-CRF	78.342
mayo	35	500	with	4-CRF	78.946
mayo	36	500	with	Morfessor	17.656
mayo	36	500	with	Seq2seq	67.722
mayo	36	500	with	0-CRF	68.526
mayo	36	500	with	1-CRF	73.154
mayo	36	500	with	2-CRF	73.944
mayo	36	500	with	3-CRF	74.09
mayo	36	500	with	4-CRF	74.516
mayo	37	500	with	Morfessor	16.112000000000002
mayo	37	500	with	0-CRF	71.22
mayo	37	500	with	Seq2seq	71.91
mayo	37	500	with	1-CRF	76.86
mayo	37	500	with	3-CRF	76.918
mayo	37	500	with	2-CRF	77.102
mayo	37	500	with	4-CRF	77.442
mayo	38	500	with	Morfessor	15.946
mayo	38	500	with	Seq2seq	67.148
mayo	38	500	with	0-CRF	69.048
mayo	38	500	with	1-CRF	76.248
mayo	38	500	with	4-CRF	76.458
mayo	38	500	with	3-CRF	77.25
mayo	38	500	with	2-CRF	77.412
mayo	39	500	with	Morfessor	20.242
mayo	39	500	with	Seq2seq	69.314
mayo	39	500	with	0-CRF	72.172
mayo	39	500	with	4-CRF	78.906
mayo	39	500	with	1-CRF	78.912
mayo	39	500	with	3-CRF	79.0
mayo	39	500	with	2-CRF	79.4
mayo	40	500	with	Morfessor	17.376
mayo	40	500	with	Seq2seq	72.57600000000001
mayo	40	500	with	0-CRF	72.79
mayo	40	500	with	1-CRF	77.712
mayo	40	500	with	4-CRF	78.578
mayo	40	500	with	3-CRF	78.806
mayo	40	500	with	2-CRF	79.726
mayo	41	500	with	Morfessor	15.634
mayo	41	500	with	Seq2seq	71.402
mayo	41	500	with	0-CRF	71.712
mayo	41	500	with	1-CRF	76.326
mayo	41	500	with	2-CRF	76.884
mayo	41	500	with	3-CRF	76.916
mayo	41	500	with	4-CRF	77.562
mayo	42	500	with	Morfessor	15.118
mayo	42	500	with	0-CRF	69.22
mayo	42	500	with	Seq2seq	70.152
mayo	42	500	with	1-CRF	74.864
mayo	42	500	with	2-CRF	77.024
mayo	42	500	with	4-CRF	77.062
mayo	42	500	with	3-CRF	77.242
mayo	43	500	with	Morfessor	16.456
mayo	43	500	with	Seq2seq	72.378
mayo	43	500	with	0-CRF	72.392
mayo	43	500	with	3-CRF	78.05
mayo	43	500	with	4-CRF	78.148
mayo	43	500	with	1-CRF	78.568
mayo	43	500	with	2-CRF	78.604
mayo	44	500	with	Morfessor	18.796
mayo	44	500	with	Seq2seq	69.188
mayo	44	500	with	0-CRF	74.362
mayo	44	500	with	2-CRF	79.09400000000001
mayo	44	500	with	1-CRF	79.91799999999999
mayo	44	500	with	3-CRF	79.95
mayo	44	500	with	4-CRF	79.984
mayo	45	500	with	Morfessor	19.73
mayo	45	500	with	0-CRF	71.45
mayo	45	500	with	Seq2seq	72.294
mayo	45	500	with	4-CRF	76.762
mayo	45	500	with	3-CRF	77.526
mayo	45	500	with	1-CRF	77.672
mayo	45	500	with	2-CRF	78.15
mayo	46	500	with	Morfessor	15.236
mayo	46	500	with	0-CRF	71.816
mayo	46	500	with	Seq2seq	72.27
mayo	46	500	with	1-CRF	76.62
mayo	46	500	with	4-CRF	76.778
mayo	46	500	with	3-CRF	77.464
mayo	46	500	with	2-CRF	77.88
mayo	47	500	with	Morfessor	15.982000000000001
mayo	47	500	with	Seq2seq	71.178
mayo	47	500	with	0-CRF	73.01400000000001
mayo	47	500	with	1-CRF	77.322
mayo	47	500	with	2-CRF	77.60600000000001
mayo	47	500	with	4-CRF	77.696
mayo	47	500	with	3-CRF	77.91
mayo	48	500	with	Morfessor	16.76
mayo	48	500	with	0-CRF	68.108
mayo	48	500	with	Seq2seq	70.172
mayo	48	500	with	1-CRF	75.794
mayo	48	500	with	4-CRF	75.94
mayo	48	500	with	3-CRF	75.978
mayo	48	500	with	2-CRF	76.886
mayo	49	500	with	Morfessor	16.286
mayo	49	500	with	Seq2seq	69.408
mayo	49	500	with	0-CRF	71.544
mayo	49	500	with	1-CRF	77.648
mayo	49	500	with	4-CRF	78.188
mayo	49	500	with	3-CRF	78.31
mayo	49	500	with	2-CRF	78.406
mayo	50	500	with	Morfessor	16.722
mayo	50	500	with	0-CRF	69.696
mayo	50	500	with	Seq2seq	70.348
mayo	50	500	with	1-CRF	75.786
mayo	50	500	with	4-CRF	75.932
mayo	50	500	with	3-CRF	76.238
mayo	50	500	with	2-CRF	76.826
mayo	1	500	without	Morfessor	15.02
mayo	1	500	without	Seq2seq	62.763999999999996
mayo	1	500	without	0-CRF	67.478
mayo	1	500	without	3-CRF	71.85
mayo	1	500	without	4-CRF	71.87
mayo	1	500	without	1-CRF	72.152
mayo	1	500	without	2-CRF	72.272
mayo	2	500	without	Morfessor	17.166
mayo	2	500	without	Seq2seq	65.634
mayo	2	500	without	0-CRF	65.736
mayo	2	500	without	4-CRF	72.34
mayo	2	500	without	1-CRF	72.478
mayo	2	500	without	3-CRF	72.48400000000001
mayo	2	500	without	2-CRF	72.486
mayo	3	500	without	Morfessor	17.208
mayo	3	500	without	0-CRF	65.11
mayo	3	500	without	Seq2seq	65.268
mayo	3	500	without	1-CRF	71.86
mayo	3	500	without	2-CRF	73.986
mayo	3	500	without	4-CRF	74.114
mayo	3	500	without	3-CRF	74.69
mayo	4	500	without	Morfessor	16.552
mayo	4	500	without	Seq2seq	67.048
mayo	4	500	without	0-CRF	67.756
mayo	4	500	without	1-CRF	72.696
mayo	4	500	without	4-CRF	74.312
mayo	4	500	without	3-CRF	74.432
mayo	4	500	without	2-CRF	74.634
mayo	5	500	without	Morfessor	15.232
mayo	5	500	without	Seq2seq	67.52
mayo	5	500	without	0-CRF	68.678
mayo	5	500	without	4-CRF	73.976
mayo	5	500	without	3-CRF	74.056
mayo	5	500	without	1-CRF	74.526
mayo	5	500	without	2-CRF	74.834
mayo	6	500	without	Morfessor	14.540000000000001
mayo	6	500	without	Seq2seq	64.122
mayo	6	500	without	0-CRF	64.738
mayo	6	500	without	1-CRF	70.042
mayo	6	500	without	2-CRF	71.66
mayo	6	500	without	4-CRF	71.66
mayo	6	500	without	3-CRF	71.926
mayo	7	500	without	Morfessor	15.824
mayo	7	500	without	Seq2seq	68.11800000000001
mayo	7	500	without	0-CRF	68.166
mayo	7	500	without	2-CRF	73.748
mayo	7	500	without	3-CRF	73.882
mayo	7	500	without	4-CRF	73.922
mayo	7	500	without	1-CRF	74.508
mayo	8	500	without	Morfessor	16.466
mayo	8	500	without	Seq2seq	66.002
mayo	8	500	without	0-CRF	67.306
mayo	8	500	without	1-CRF	71.232
mayo	8	500	without	2-CRF	72.25
mayo	8	500	without	3-CRF	72.402
mayo	8	500	without	4-CRF	72.904
mayo	9	500	without	Morfessor	15.687999999999999
mayo	9	500	without	Seq2seq	63.536
mayo	9	500	without	0-CRF	68.026
mayo	9	500	without	4-CRF	72.696
mayo	9	500	without	1-CRF	73.214
mayo	9	500	without	2-CRF	73.836
mayo	9	500	without	3-CRF	73.972
mayo	10	500	without	Morfessor	16.496
mayo	10	500	without	Seq2seq	67.194
mayo	10	500	without	0-CRF	67.874
mayo	10	500	without	1-CRF	74.258
mayo	10	500	without	4-CRF	74.75999999999999
mayo	10	500	without	3-CRF	75.354
mayo	10	500	without	2-CRF	75.466
mayo	11	500	without	Morfessor	14.548
mayo	11	500	without	Seq2seq	64.866
mayo	11	500	without	0-CRF	69.736
mayo	11	500	without	3-CRF	73.536
mayo	11	500	without	1-CRF	73.672
mayo	11	500	without	2-CRF	73.83
mayo	11	500	without	4-CRF	73.958
mayo	12	500	without	Morfessor	15.838000000000001
mayo	12	500	without	Seq2seq	62.75
mayo	12	500	without	0-CRF	65.386
mayo	12	500	without	4-CRF	70.4
mayo	12	500	without	3-CRF	70.478
mayo	12	500	without	1-CRF	70.544
mayo	12	500	without	2-CRF	70.622
mayo	13	500	without	Morfessor	15.062
mayo	13	500	without	Seq2seq	65.396
mayo	13	500	without	0-CRF	67.536
mayo	13	500	without	1-CRF	73.898
mayo	13	500	without	3-CRF	74.404
mayo	13	500	without	4-CRF	74.474
mayo	13	500	without	2-CRF	74.852
mayo	14	500	without	Morfessor	14.214
mayo	14	500	without	Seq2seq	62.038
mayo	14	500	without	0-CRF	66.296
mayo	14	500	without	4-CRF	71.894
mayo	14	500	without	3-CRF	71.982
mayo	14	500	without	1-CRF	72.096
mayo	14	500	without	2-CRF	72.834
mayo	15	500	without	Morfessor	17.47
mayo	15	500	without	Seq2seq	63.63
mayo	15	500	without	0-CRF	66.21000000000001
mayo	15	500	without	4-CRF	69.876
mayo	15	500	without	3-CRF	70.152
mayo	15	500	without	2-CRF	70.908
mayo	15	500	without	1-CRF	71.21
mayo	16	500	without	Morfessor	16.892
mayo	16	500	without	Seq2seq	66.51
mayo	16	500	without	0-CRF	69.122
mayo	16	500	without	1-CRF	74.16799999999999
mayo	16	500	without	3-CRF	74.866
mayo	16	500	without	4-CRF	75.042
mayo	16	500	without	2-CRF	75.732
mayo	17	500	without	Morfessor	16.234
mayo	17	500	without	0-CRF	63.664
mayo	17	500	without	Seq2seq	64.234
mayo	17	500	without	4-CRF	70.156
mayo	17	500	without	1-CRF	70.642
mayo	17	500	without	3-CRF	70.888
mayo	17	500	without	2-CRF	70.898
mayo	18	500	without	Morfessor	16.576
mayo	18	500	without	Seq2seq	65.55
mayo	18	500	without	0-CRF	67.83
mayo	18	500	without	4-CRF	72.888
mayo	18	500	without	2-CRF	73.466
mayo	18	500	without	3-CRF	73.734
mayo	18	500	without	1-CRF	73.832
mayo	19	500	without	Morfessor	13.936
mayo	19	500	without	Seq2seq	66.846
mayo	19	500	without	0-CRF	69.256
mayo	19	500	without	1-CRF	74.074
mayo	19	500	without	4-CRF	74.46
mayo	19	500	without	3-CRF	75.658
mayo	19	500	without	2-CRF	75.704
mayo	20	500	without	Morfessor	16.128
mayo	20	500	without	Seq2seq	65.644
mayo	20	500	without	0-CRF	68.292
mayo	20	500	without	4-CRF	75.46
mayo	20	500	without	1-CRF	75.474
mayo	20	500	without	3-CRF	75.578
mayo	20	500	without	2-CRF	75.668
mayo	21	500	without	Morfessor	15.716
mayo	21	500	without	Seq2seq	62.556
mayo	21	500	without	0-CRF	66.318
mayo	21	500	without	1-CRF	70.642
mayo	21	500	without	4-CRF	70.8
mayo	21	500	without	3-CRF	71.046
mayo	21	500	without	2-CRF	71.966
mayo	22	500	without	Morfessor	16.11
mayo	22	500	without	0-CRF	65.424
mayo	22	500	without	Seq2seq	67.134
mayo	22	500	without	3-CRF	72.318
mayo	22	500	without	4-CRF	72.652
mayo	22	500	without	2-CRF	72.82000000000001
mayo	22	500	without	1-CRF	72.982
mayo	23	500	without	Morfessor	16.064
mayo	23	500	without	Seq2seq	66.27199999999999
mayo	23	500	without	0-CRF	68.274
mayo	23	500	without	4-CRF	72.868
mayo	23	500	without	1-CRF	73.038
mayo	23	500	without	3-CRF	73.146
mayo	23	500	without	2-CRF	74.136
mayo	24	500	without	Morfessor	15.668
mayo	24	500	without	0-CRF	68.352
mayo	24	500	without	Seq2seq	68.492
mayo	24	500	without	1-CRF	73.672
mayo	24	500	without	4-CRF	74.36
mayo	24	500	without	3-CRF	74.896
mayo	24	500	without	2-CRF	75.694
mayo	25	500	without	Morfessor	14.744
mayo	25	500	without	Seq2seq	63.582
mayo	25	500	without	0-CRF	66.358
mayo	25	500	without	4-CRF	70.576
mayo	25	500	without	1-CRF	71.222
mayo	25	500	without	3-CRF	71.28800000000001
mayo	25	500	without	2-CRF	71.43599999999999
mayo	26	500	without	Morfessor	15.358
mayo	26	500	without	Seq2seq	64.524
mayo	26	500	without	0-CRF	67.496
mayo	26	500	without	4-CRF	72.396
mayo	26	500	without	3-CRF	73.044
mayo	26	500	without	1-CRF	73.334
mayo	26	500	without	2-CRF	73.606
mayo	27	500	without	Morfessor	16.018
mayo	27	500	without	Seq2seq	67.438
mayo	27	500	without	0-CRF	71.012
mayo	27	500	without	1-CRF	75.492
mayo	27	500	without	3-CRF	75.764
mayo	27	500	without	4-CRF	76.14
mayo	27	500	without	2-CRF	76.486
mayo	28	500	without	Morfessor	14.874
mayo	28	500	without	Seq2seq	67.174
mayo	28	500	without	0-CRF	68.394
mayo	28	500	without	1-CRF	73.118
mayo	28	500	without	3-CRF	73.97
mayo	28	500	without	4-CRF	74.046
mayo	28	500	without	2-CRF	74.06
mayo	29	500	without	Morfessor	14.064
mayo	29	500	without	Seq2seq	63.98
mayo	29	500	without	0-CRF	64.878
mayo	29	500	without	3-CRF	70.332
mayo	29	500	without	4-CRF	70.71
mayo	29	500	without	1-CRF	71.046
mayo	29	500	without	2-CRF	71.29599999999999
mayo	30	500	without	Morfessor	14.994
mayo	30	500	without	Seq2seq	65.964
mayo	30	500	without	0-CRF	67.912
mayo	30	500	without	4-CRF	73.18
mayo	30	500	without	3-CRF	73.334
mayo	30	500	without	1-CRF	73.478
mayo	30	500	without	2-CRF	73.804
mayo	31	500	without	Morfessor	14.88
mayo	31	500	without	Seq2seq	67.05
mayo	31	500	without	0-CRF	67.218
mayo	31	500	without	1-CRF	72.482
mayo	31	500	without	2-CRF	74.5
mayo	31	500	without	3-CRF	74.544
mayo	31	500	without	4-CRF	74.752
mayo	32	500	without	Morfessor	16.061999999999998
mayo	32	500	without	Seq2seq	65.246
mayo	32	500	without	0-CRF	65.378
mayo	32	500	without	1-CRF	69.676
mayo	32	500	without	3-CRF	70.698
mayo	32	500	without	4-CRF	71.088
mayo	32	500	without	2-CRF	71.19200000000001
mayo	33	500	without	Morfessor	15.996
mayo	33	500	without	0-CRF	66.466
mayo	33	500	without	Seq2seq	68.122
mayo	33	500	without	1-CRF	72.70400000000001
mayo	33	500	without	4-CRF	72.766
mayo	33	500	without	3-CRF	72.774
mayo	33	500	without	2-CRF	72.828
mayo	34	500	without	Morfessor	16.672
mayo	34	500	without	Seq2seq	66.456
mayo	34	500	without	0-CRF	66.73
mayo	34	500	without	1-CRF	72.796
mayo	34	500	without	4-CRF	74.13
mayo	34	500	without	3-CRF	74.774
mayo	34	500	without	2-CRF	75.41
mayo	35	500	without	Morfessor	14.178
mayo	35	500	without	Seq2seq	66.612
mayo	35	500	without	0-CRF	68.56
mayo	35	500	without	3-CRF	74.288
mayo	35	500	without	1-CRF	74.518
mayo	35	500	without	4-CRF	74.782
mayo	35	500	without	2-CRF	74.85
mayo	36	500	without	Morfessor	16.856
mayo	36	500	without	0-CRF	65.274
mayo	36	500	without	Seq2seq	65.42
mayo	36	500	without	1-CRF	73.27
mayo	36	500	without	4-CRF	73.612
mayo	36	500	without	3-CRF	73.982
mayo	36	500	without	2-CRF	74.53
mayo	37	500	without	Morfessor	13.618
mayo	37	500	without	Seq2seq	64.634
mayo	37	500	without	0-CRF	67.414
mayo	37	500	without	3-CRF	72.928
mayo	37	500	without	4-CRF	73.09
mayo	37	500	without	2-CRF	73.52
mayo	37	500	without	1-CRF	73.574
mayo	38	500	without	Morfessor	16.5
mayo	38	500	without	Seq2seq	66.7
mayo	38	500	without	0-CRF	70.062
mayo	38	500	without	1-CRF	74.754
mayo	38	500	without	3-CRF	74.89
mayo	38	500	without	2-CRF	75.066
mayo	38	500	without	4-CRF	75.378
mayo	39	500	without	Morfessor	15.296
mayo	39	500	without	Seq2seq	64.584
mayo	39	500	without	0-CRF	68.586
mayo	39	500	without	1-CRF	72.608
mayo	39	500	without	4-CRF	73.688
mayo	39	500	without	3-CRF	73.886
mayo	39	500	without	2-CRF	74.07000000000001
mayo	40	500	without	Morfessor	15.91
mayo	40	500	without	Seq2seq	65.79
mayo	40	500	without	0-CRF	66.676
mayo	40	500	without	1-CRF	72.404
mayo	40	500	without	3-CRF	73.346
mayo	40	500	without	4-CRF	73.39
mayo	40	500	without	2-CRF	73.628
mayo	41	500	without	Morfessor	13.916
mayo	41	500	without	Seq2seq	67.624
mayo	41	500	without	0-CRF	69.2
mayo	41	500	without	4-CRF	71.95
mayo	41	500	without	3-CRF	72.9
mayo	41	500	without	2-CRF	72.904
mayo	41	500	without	1-CRF	72.93
mayo	42	500	without	Morfessor	15.354
mayo	42	500	without	0-CRF	66.77799999999999
mayo	42	500	without	Seq2seq	67.176
mayo	42	500	without	4-CRF	71.102
mayo	42	500	without	3-CRF	71.634
mayo	42	500	without	2-CRF	71.664
mayo	42	500	without	1-CRF	71.992
mayo	43	500	without	Morfessor	14.764
mayo	43	500	without	0-CRF	66.92
mayo	43	500	without	Seq2seq	69.024
mayo	43	500	without	1-CRF	72.386
mayo	43	500	without	4-CRF	73.53
mayo	43	500	without	2-CRF	73.56400000000001
mayo	43	500	without	3-CRF	73.84
mayo	44	500	without	Morfessor	16.686
mayo	44	500	without	Seq2seq	63.394
mayo	44	500	without	0-CRF	68.51599999999999
mayo	44	500	without	1-CRF	73.86
mayo	44	500	without	3-CRF	74.374
mayo	44	500	without	4-CRF	74.566
mayo	44	500	without	2-CRF	74.878
mayo	45	500	without	Morfessor	16.014
mayo	45	500	without	0-CRF	67.804
mayo	45	500	without	Seq2seq	70.144
mayo	45	500	without	3-CRF	75.14
mayo	45	500	without	1-CRF	75.346
mayo	45	500	without	4-CRF	75.462
mayo	45	500	without	2-CRF	76.004
mayo	46	500	without	Morfessor	16.756
mayo	46	500	without	Seq2seq	66.858
mayo	46	500	without	0-CRF	67.028
mayo	46	500	without	1-CRF	73.32600000000001
mayo	46	500	without	3-CRF	73.736
mayo	46	500	without	2-CRF	73.9
mayo	46	500	without	4-CRF	73.902
mayo	47	500	without	Morfessor	16.91
mayo	47	500	without	0-CRF	62.221999999999994
mayo	47	500	without	Seq2seq	65.394
mayo	47	500	without	1-CRF	68.852
mayo	47	500	without	3-CRF	69.41
mayo	47	500	without	4-CRF	69.45
mayo	47	500	without	2-CRF	69.788
mayo	48	500	without	Morfessor	15.991999999999999
mayo	48	500	without	0-CRF	64.378
mayo	48	500	without	Seq2seq	65.23599999999999
mayo	48	500	without	1-CRF	70.528
