Language	Split	Size	Replacement	Model	Score
ind	28	500	with	4-CRF	84.28
ind	29	500	with	Morfessor	24.158
ind	29	500	with	Seq2seq	60.402
ind	29	500	with	0-CRF	67.39
ind	29	500	with	1-CRF	79.152
ind	29	500	with	2-CRF	80.47
ind	29	500	with	3-CRF	80.72
ind	29	500	with	4-CRF	80.964
ind	30	500	with	Morfessor	25.24
ind	30	500	with	Seq2seq	64.608
ind	30	500	with	0-CRF	70.73
ind	30	500	with	1-CRF	83.542
ind	30	500	with	2-CRF	85.034
ind	30	500	with	3-CRF	85.968
ind	30	500	with	4-CRF	87.102
ind	31	500	with	Morfessor	27.12
ind	31	500	with	0-CRF	64.862
ind	31	500	with	Seq2seq	64.902
ind	31	500	with	1-CRF	80.382
ind	31	500	with	3-CRF	80.744
ind	31	500	with	2-CRF	80.988
ind	31	500	with	4-CRF	81.786
ind	32	500	with	Morfessor	25.46
ind	32	500	with	Seq2seq	66.498
ind	32	500	with	0-CRF	68.622
ind	32	500	with	1-CRF	79.088
ind	32	500	with	2-CRF	79.38799999999999
ind	32	500	with	3-CRF	80.448
ind	32	500	with	4-CRF	80.702
ind	33	500	with	Morfessor	23.939999999999998
ind	33	500	with	Seq2seq	58.788
ind	33	500	with	0-CRF	66.15
ind	33	500	with	1-CRF	77.088
ind	33	500	with	2-CRF	77.434
ind	33	500	with	3-CRF	78.272
ind	33	500	with	4-CRF	78.992
ind	34	500	with	Morfessor	24.174
ind	34	500	with	Seq2seq	63.084
ind	34	500	with	0-CRF	68.782
ind	34	500	with	2-CRF	80.75
ind	34	500	with	1-CRF	80.804
ind	34	500	with	3-CRF	82.16199999999999
ind	34	500	with	4-CRF	82.386
ind	35	500	with	Morfessor	26.974
ind	35	500	with	Seq2seq	56.658
ind	35	500	with	0-CRF	67.312
ind	35	500	with	1-CRF	79.826
ind	35	500	with	4-CRF	81.212
ind	35	500	with	2-CRF	81.264
ind	35	500	with	3-CRF	81.596
ind	36	500	with	Morfessor	26.39
ind	36	500	with	Seq2seq	62.056
ind	36	500	with	0-CRF	63.808
ind	36	500	with	1-CRF	80.342
ind	36	500	with	2-CRF	81.92
ind	36	500	with	3-CRF	83.038
ind	36	500	with	4-CRF	83.834
ind	37	500	with	Morfessor	25.898
ind	37	500	with	Seq2seq	68.692
ind	37	500	with	0-CRF	70.274
ind	37	500	with	1-CRF	84.89999999999999
ind	37	500	with	3-CRF	85.216
ind	37	500	with	4-CRF	85.684
ind	37	500	with	2-CRF	85.688
ind	38	500	with	Morfessor	25.018
ind	38	500	with	Seq2seq	61.394
ind	38	500	with	0-CRF	67.588
ind	38	500	with	1-CRF	79.028
ind	38	500	with	2-CRF	79.46600000000001
ind	38	500	with	3-CRF	80.16799999999999
ind	38	500	with	4-CRF	80.648
ind	39	500	with	Morfessor	21.97
ind	39	500	with	Seq2seq	63.252
ind	39	500	with	0-CRF	71.216
ind	39	500	with	3-CRF	82.386
ind	39	500	with	1-CRF	82.738
ind	39	500	with	2-CRF	82.778
ind	39	500	with	4-CRF	83.55
ind	40	500	with	Morfessor	26.642
ind	40	500	with	0-CRF	62.568
ind	40	500	with	Seq2seq	64.918
ind	40	500	with	1-CRF	75.974
ind	40	500	with	2-CRF	77.422
ind	40	500	with	3-CRF	78.278
ind	40	500	with	4-CRF	78.514
ind	41	500	with	Morfessor	24.596
ind	41	500	with	Seq2seq	61.664
ind	41	500	with	0-CRF	70.492
ind	41	500	with	1-CRF	80.992
ind	41	500	with	3-CRF	81.178
ind	41	500	with	2-CRF	81.314
ind	41	500	with	4-CRF	82.104
ind	42	500	with	Morfessor	26.174
ind	42	500	with	Seq2seq	64.454
ind	42	500	with	0-CRF	66.752
ind	42	500	with	3-CRF	80.53399999999999
ind	42	500	with	1-CRF	80.792
ind	42	500	with	2-CRF	81.012
ind	42	500	with	4-CRF	81.43599999999999
ind	43	500	with	Morfessor	24.578
ind	43	500	with	Seq2seq	63.394
ind	43	500	with	0-CRF	71.89200000000001
ind	43	500	with	1-CRF	81.938
ind	43	500	with	2-CRF	83.146
ind	43	500	with	3-CRF	83.494
ind	43	500	with	4-CRF	83.804
ind	44	500	with	Morfessor	26.848
ind	44	500	with	Seq2seq	62.22
ind	44	500	with	0-CRF	67.49
ind	44	500	with	1-CRF	77.916
ind	44	500	with	3-CRF	78.24
ind	44	500	with	2-CRF	78.258
ind	44	500	with	4-CRF	79.53999999999999
ind	45	500	with	Morfessor	26.252
ind	45	500	with	Seq2seq	69.366
ind	45	500	with	0-CRF	73.568
ind	45	500	with	1-CRF	82.264
ind	45	500	with	2-CRF	83.508
ind	45	500	with	3-CRF	83.794
ind	45	500	with	4-CRF	84.8
ind	46	500	with	Morfessor	25.394000000000002
ind	46	500	with	Seq2seq	68.08
ind	46	500	with	0-CRF	70.668
ind	46	500	with	1-CRF	83.706
ind	46	500	with	2-CRF	83.876
ind	46	500	with	3-CRF	84.584
ind	46	500	with	4-CRF	85.912
ind	47	500	with	Morfessor	26.686
ind	47	500	with	Seq2seq	64.92399999999999
ind	47	500	with	0-CRF	69.252
ind	47	500	with	2-CRF	80.186
ind	47	500	with	1-CRF	80.524
ind	47	500	with	3-CRF	81.488
ind	47	500	with	4-CRF	83.438
ind	48	500	with	Morfessor	27.214
ind	48	500	with	Seq2seq	65.622
ind	48	500	with	0-CRF	69.476
ind	48	500	with	1-CRF	82.8
ind	48	500	with	2-CRF	84.11
ind	48	500	with	4-CRF	84.944
ind	48	500	with	3-CRF	85.254
ind	49	500	with	Morfessor	26.91
ind	49	500	with	Seq2seq	64.46000000000001
ind	49	500	with	0-CRF	68.526
ind	49	500	with	1-CRF	80.968
ind	49	500	with	2-CRF	81.71000000000001
ind	49	500	with	3-CRF	82.414
ind	49	500	with	4-CRF	83.74000000000001
ind	50	500	with	Morfessor	26.282
ind	50	500	with	Seq2seq	63.96
ind	50	500	with	0-CRF	65.962
ind	50	500	with	1-CRF	78.038
ind	50	500	with	2-CRF	78.58200000000001
ind	50	500	with	3-CRF	79.48
ind	50	500	with	4-CRF	80.904
ind	1	500	without	Morfessor	24.198
ind	1	500	without	Seq2seq	62.464
ind	1	500	without	0-CRF	67.78399999999999
ind	1	500	without	1-CRF	79.028
ind	1	500	without	2-CRF	79.356
ind	1	500	without	4-CRF	79.566
ind	1	500	without	3-CRF	79.856
ind	2	500	without	Morfessor	26.096
ind	2	500	without	Seq2seq	63.184
ind	2	500	without	0-CRF	70.908
ind	2	500	without	1-CRF	80.67
ind	2	500	without	3-CRF	80.928
ind	2	500	without	2-CRF	80.962
ind	2	500	without	4-CRF	82.478
ind	3	500	without	Morfessor	24.848
ind	3	500	without	Seq2seq	64.696
ind	3	500	without	0-CRF	66.968
ind	3	500	without	1-CRF	80.14
ind	3	500	without	2-CRF	80.812
ind	3	500	without	3-CRF	81.082
ind	3	500	without	4-CRF	82.134
ind	4	500	without	Morfessor	26.06
ind	4	500	without	Seq2seq	62.374
ind	4	500	without	0-CRF	68.17
ind	4	500	without	1-CRF	79.264
ind	4	500	without	3-CRF	79.654
ind	4	500	without	2-CRF	80.094
ind	4	500	without	4-CRF	82.554
ind	5	500	without	Morfessor	23.338
ind	5	500	without	Seq2seq	64.132
ind	5	500	without	0-CRF	69.032
ind	5	500	without	1-CRF	80.0
ind	5	500	without	2-CRF	80.534
ind	5	500	without	3-CRF	81.09
ind	5	500	without	4-CRF	81.256
ind	6	500	without	Morfessor	25.822
ind	6	500	without	Seq2seq	57.824
ind	6	500	without	0-CRF	66.834
ind	6	500	without	1-CRF	79.36399999999999
ind	6	500	without	2-CRF	79.952
ind	6	500	without	3-CRF	80.902
ind	6	500	without	4-CRF	80.944
ind	7	500	without	Morfessor	24.334
ind	7	500	without	Seq2seq	59.57
ind	7	500	without	0-CRF	66.898
ind	7	500	without	1-CRF	77.538
ind	7	500	without	2-CRF	78.77
ind	7	500	without	3-CRF	80.256
ind	7	500	without	4-CRF	80.976
ind	8	500	without	Morfessor	23.89
ind	8	500	without	Seq2seq	64.74
ind	8	500	without	0-CRF	65.564
ind	8	500	without	2-CRF	80.018
ind	8	500	without	1-CRF	80.056
ind	8	500	without	3-CRF	80.794
ind	8	500	without	4-CRF	83.16
ind	9	500	without	Morfessor	24.87
ind	9	500	without	Seq2seq	61.652
ind	9	500	without	0-CRF	65.21
ind	9	500	without	1-CRF	78.568
ind	9	500	without	2-CRF	78.62
ind	9	500	without	3-CRF	79.238
ind	9	500	without	4-CRF	80.664
ind	10	500	without	Morfessor	23.588
ind	10	500	without	Seq2seq	59.952
ind	10	500	without	0-CRF	65.03399999999999
ind	10	500	without	1-CRF	78.604
ind	10	500	without	2-CRF	79.32000000000001
ind	10	500	without	3-CRF	79.474
ind	10	500	without	4-CRF	79.596
ind	11	500	without	Morfessor	24.672
ind	11	500	without	Seq2seq	56.94
ind	11	500	without	0-CRF	68.424
ind	11	500	without	1-CRF	79.846
ind	11	500	without	3-CRF	79.98
ind	11	500	without	2-CRF	80.152
ind	11	500	without	4-CRF	81.684
ind	12	500	without	Morfessor	23.038
ind	12	500	without	Seq2seq	59.29
ind	12	500	without	0-CRF	69.744
ind	12	500	without	1-CRF	82.25
ind	12	500	without	2-CRF	82.818
ind	12	500	without	3-CRF	82.968
ind	12	500	without	4-CRF	83.82
ind	13	500	without	Morfessor	25.87
ind	13	500	without	Seq2seq	65.144
ind	13	500	without	0-CRF	68.66
ind	13	500	without	1-CRF	81.364
ind	13	500	without	2-CRF	81.926
ind	13	500	without	3-CRF	82.796
ind	13	500	without	4-CRF	84.164
ind	14	500	without	Morfessor	23.016000000000002
ind	14	500	without	Seq2seq	62.982
ind	14	500	without	0-CRF	68.652
ind	14	500	without	1-CRF	79.51599999999999
ind	14	500	without	2-CRF	80.55
ind	14	500	without	4-CRF	80.55799999999999
ind	14	500	without	3-CRF	80.578
ind	15	500	without	Morfessor	24.884
ind	15	500	without	Seq2seq	65.70400000000001
ind	15	500	without	0-CRF	67.262
ind	15	500	without	1-CRF	79.234
ind	15	500	without	2-CRF	79.97800000000001
ind	15	500	without	3-CRF	80.138
ind	15	500	without	4-CRF	80.474
ind	16	500	without	Morfessor	27.576
ind	16	500	without	Seq2seq	63.096000000000004
ind	16	500	without	0-CRF	70.79
ind	16	500	without	1-CRF	82.314
ind	16	500	without	2-CRF	84.186
ind	16	500	without	3-CRF	84.488
ind	16	500	without	4-CRF	84.67399999999999
ind	17	500	without	Morfessor	25.248
ind	17	500	without	Seq2seq	63.827999999999996
ind	17	500	without	0-CRF	69.24000000000001
ind	17	500	without	1-CRF	80.444
ind	17	500	without	2-CRF	80.806
ind	17	500	without	3-CRF	81.048
ind	17	500	without	4-CRF	82.342
ind	18	500	without	Morfessor	26.264
ind	18	500	without	Seq2seq	64.966
ind	18	500	without	0-CRF	68.416
ind	18	500	without	1-CRF	80.324
ind	18	500	without	2-CRF	82.23599999999999
ind	18	500	without	3-CRF	82.91
ind	18	500	without	4-CRF	83.182
ind	19	500	without	Morfessor	23.672
ind	19	500	without	Seq2seq	62.802
ind	19	500	without	0-CRF	69.638
ind	19	500	without	2-CRF	80.648
ind	19	500	without	3-CRF	80.7
ind	19	500	without	4-CRF	80.858
ind	19	500	without	1-CRF	81.06
ind	20	500	without	Morfessor	25.716
ind	20	500	without	Seq2seq	62.314
ind	20	500	without	0-CRF	67.7
ind	20	500	without	1-CRF	83.392
ind	20	500	without	2-CRF	83.978
ind	20	500	without	3-CRF	85.312
ind	20	500	without	4-CRF	85.404
ind	21	500	without	Morfessor	27.798000000000002
ind	21	500	without	Seq2seq	59.262
ind	21	500	without	0-CRF	67.93599999999999
ind	21	500	without	1-CRF	79.15
ind	21	500	without	2-CRF	79.624
ind	21	500	without	3-CRF	79.796
ind	21	500	without	4-CRF	79.878
ind	22	500	without	Morfessor	25.32
ind	22	500	without	Seq2seq	55.13
ind	22	500	without	0-CRF	68.632
ind	22	500	without	1-CRF	80.958
ind	22	500	without	3-CRF	81.562
ind	22	500	without	2-CRF	81.622
ind	22	500	without	4-CRF	83.18599999999999
ind	23	500	without	Morfessor	24.228
ind	23	500	without	Seq2seq	57.81
ind	23	500	without	0-CRF	64.896
ind	23	500	without	1-CRF	79.624
ind	23	500	without	2-CRF	80.47
ind	23	500	without	3-CRF	80.582
ind	23	500	without	4-CRF	82.62
ind	24	500	without	Morfessor	26.422
ind	24	500	without	Seq2seq	61.217999999999996
ind	24	500	without	0-CRF	67.512
ind	24	500	without	1-CRF	79.836
ind	24	500	without	2-CRF	80.478
ind	24	500	without	3-CRF	81.092
ind	24	500	without	4-CRF	81.688
ind	25	500	without	Morfessor	24.78
ind	25	500	without	Seq2seq	57.176
ind	25	500	without	0-CRF	63.858
ind	25	500	without	1-CRF	76.492
ind	25	500	without	2-CRF	77.422
ind	25	500	without	3-CRF	78.466
ind	25	500	without	4-CRF	79.796
ind	26	500	without	Morfessor	24.588
ind	26	500	without	Seq2seq	64.068
ind	26	500	without	0-CRF	66.964
ind	26	500	without	2-CRF	80.514
ind	26	500	without	1-CRF	80.674
ind	26	500	without	3-CRF	81.17399999999999
ind	26	500	without	4-CRF	82.43
ind	27	500	without	Morfessor	27.256
ind	27	500	without	Seq2seq	62.862
ind	27	500	without	0-CRF	71.202
ind	27	500	without	1-CRF	82.044
ind	27	500	without	2-CRF	82.818
ind	27	500	without	3-CRF	83.28
ind	27	500	without	4-CRF	83.956
ind	28	500	without	Morfessor	27.396
ind	28	500	without	Seq2seq	64.624
ind	28	500	without	0-CRF	69.014
ind	28	500	without	2-CRF	81.768
ind	28	500	without	3-CRF	81.788
ind	28	500	without	1-CRF	81.952
ind	28	500	without	4-CRF	82.644
ind	29	500	without	Morfessor	24.716
ind	29	500	without	Seq2seq	55.886
ind	29	500	without	0-CRF	64.89
ind	29	500	without	3-CRF	79.512
ind	29	500	without	1-CRF	79.768
ind	29	500	without	2-CRF	80.102
ind	29	500	without	4-CRF	80.822
ind	30	500	without	Morfessor	28.296
ind	30	500	without	Seq2seq	65.22
ind	30	500	without	0-CRF	68.97
ind	30	500	without	1-CRF	84.678
ind	30	500	without	2-CRF	86.132
ind	30	500	without	4-CRF	86.30799999999999
ind	30	500	without	3-CRF	86.6
ind	31	500	without	Morfessor	22.696
ind	31	500	without	Seq2seq	61.986
ind	31	500	without	0-CRF	69.824
ind	31	500	without	1-CRF	79.578
ind	31	500	without	2-CRF	79.856
ind	31	500	without	3-CRF	81.384
ind	31	500	without	4-CRF	82.174
ind	32	500	without	Morfessor	25.407999999999998
ind	32	500	without	Seq2seq	63.506
ind	32	500	without	0-CRF	67.05
ind	32	500	without	1-CRF	84.35600000000001
ind	32	500	without	4-CRF	85.458
ind	32	500	without	2-CRF	85.486
ind	32	500	without	3-CRF	85.524
ind	33	500	without	Morfessor	23.64
ind	33	500	without	Seq2seq	66.834
ind	33	500	without	0-CRF	71.072
ind	33	500	without	1-CRF	80.376
ind	33	500	without	2-CRF	80.626
ind	33	500	without	3-CRF	81.668
ind	33	500	without	4-CRF	82.574
ind	34	500	without	Morfessor	26.695999999999998
ind	34	500	without	Seq2seq	66.02
ind	34	500	without	0-CRF	70.89
ind	34	500	without	1-CRF	83.262
ind	34	500	without	2-CRF	83.282
ind	34	500	without	4-CRF	83.81
ind	34	500	without	3-CRF	84.132
ind	35	500	without	Morfessor	26.336
ind	35	500	without	Seq2seq	57.462
ind	35	500	without	0-CRF	65.438
ind	35	500	without	1-CRF	78.692
ind	35	500	without	4-CRF	79.484
ind	35	500	without	2-CRF	79.63199999999999
ind	35	500	without	3-CRF	79.988
ind	36	500	without	Morfessor	23.529999999999998
ind	36	500	without	Seq2seq	63.43
ind	36	500	without	0-CRF	64.252
ind	36	500	without	1-CRF	80.606
ind	36	500	without	2-CRF	81.1
ind	36	500	without	3-CRF	81.928
ind	36	500	without	4-CRF	81.95
ind	37	500	without	Morfessor	24.874
ind	37	500	without	Seq2seq	63.068
ind	37	500	without	0-CRF	70.566
ind	37	500	without	1-CRF	82.626
ind	37	500	without	2-CRF	82.99
ind	37	500	without	3-CRF	83.114
ind	37	500	without	4-CRF	84.086
ind	38	500	without	Morfessor	24.406
ind	38	500	without	Seq2seq	63.202
ind	38	500	without	0-CRF	65.97800000000001
ind	38	500	without	1-CRF	79.602
ind	38	500	without	2-CRF	80.994
ind	38	500	without	3-CRF	82.072
ind	38	500	without	4-CRF	82.41799999999999
ind	39	500	without	Morfessor	25.006
ind	39	500	without	Seq2seq	63.066
ind	39	500	without	0-CRF	68.408
ind	39	500	without	1-CRF	79.55
ind	39	500	without	2-CRF	81.126
ind	39	500	without	3-CRF	81.848
ind	39	500	without	4-CRF	81.852
ind	40	500	without	Morfessor	26.323999999999998
ind	40	500	without	Seq2seq	61.938
ind	40	500	without	0-CRF	68.196
ind	40	500	without	2-CRF	83.072
ind	40	500	without	1-CRF	83.19
ind	40	500	without	3-CRF	83.654
ind	40	500	without	4-CRF	84.822
ind	41	500	without	Morfessor	24.396
ind	41	500	without	Seq2seq	59.14
ind	41	500	without	0-CRF	66.872
ind	41	500	without	1-CRF	81.492
ind	41	500	without	3-CRF	81.628
ind	41	500	without	2-CRF	81.808
ind	41	500	without	4-CRF	81.966
ind	42	500	without	Morfessor	25.568
ind	42	500	without	Seq2seq	62.714
ind	42	500	without	0-CRF	68.46
ind	42	500	without	1-CRF	82.772
ind	42	500	without	2-CRF	83.548
ind	42	500	without	3-CRF	83.702
ind	42	500	without	4-CRF	84.226
ind	43	500	without	Morfessor	23.69
ind	43	500	without	Seq2seq	63.202
ind	43	500	without	0-CRF	69.608
ind	43	500	without	1-CRF	80.264
ind	43	500	without	2-CRF	81.452
ind	43	500	without	3-CRF	82.682
ind	43	500	without	4-CRF	83.29
ind	44	500	without	Morfessor	24.77
ind	44	500	without	Seq2seq	63.162
ind	44	500	without	0-CRF	65.992
ind	44	500	without	1-CRF	77.792
ind	44	500	without	2-CRF	78.394
ind	44	500	without	3-CRF	79.536
ind	44	500	without	4-CRF	79.986
ind	45	500	without	Morfessor	25.784
ind	45	500	without	Seq2seq	55.608
ind	45	500	without	0-CRF	69.804
ind	45	500	without	2-CRF	80.22
ind	45	500	without	3-CRF	80.354
ind	45	500	without	1-CRF	80.518
ind	45	500	without	4-CRF	81.102
ind	46	500	without	Morfessor	26.96
ind	46	500	without	Seq2seq	59.094
ind	46	500	without	0-CRF	67.036
ind	46	500	without	1-CRF	79.85
ind	46	500	without	3-CRF	81.014
ind	46	500	without	4-CRF	81.034
ind	46	500	without	2-CRF	81.044
ind	47	500	without	Morfessor	25.31
ind	47	500	without	Seq2seq	62.95
ind	47	500	without	0-CRF	68.494
ind	47	500	without	2-CRF	82.568
ind	47	500	without	1-CRF	82.726
ind	47	500	without	4-CRF	83.462
ind	47	500	without	3-CRF	83.498
ind	48	500	without	Morfessor	23.016000000000002
ind	48	500	without	Seq2seq	56.705999999999996
ind	48	500	without	0-CRF	67.84
ind	48	500	without	1-CRF	80.806
ind	48	500	without	4-CRF	80.904
ind	48	500	without	3-CRF	81.658
ind	48	500	without	2-CRF	81.75
ind	49	500	without	Morfessor	24.400000000000002
ind	49	500	without	Seq2seq	58.518
ind	49	500	without	0-CRF	66.708
ind	49	500	without	1-CRF	79.03
ind	49	500	without	2-CRF	79.602
ind	49	500	without	3-CRF	80.444
ind	49	500	without	4-CRF	80.91199999999999
ind	50	500	without	Morfessor	25.466
ind	50	500	without	Seq2seq	58.634
ind	50	500	without	0-CRF	69.132
ind	50	500	without	1-CRF	79.386
ind	50	500	without	2-CRF	80.264
ind	50	500	without	3-CRF	80.89
ind	50	500	without	4-CRF	81.706
ind	1	3000	with	Morfessor	24.664
ind	1	3000	with	0-CRF	83.284
ind	1	3000	with	1-CRF	89.916
ind	1	3000	with	3-CRF	90.008
ind	1	3000	with	2-CRF	90.01599999999999
ind	1	3000	with	4-CRF	90.568
ind	1	3000	with	Seq2seq	90.942
ind	2	3000	with	Morfessor	24.82
ind	2	3000	with	0-CRF	84.414
ind	2	3000	with	1-CRF	90.548
ind	2	3000	with	2-CRF	90.672
ind	2	3000	with	3-CRF	90.708
ind	2	3000	with	4-CRF	91.44800000000001
